COTY|Coty, Inc.|1O-k|18|20180821|data/SEC/10-k/COTY/sec_10k_18.txt
CR|Crane Co.|1O-k|18|20180227|data/SEC/10-k/CR/sec_10k_18.txt
CACC|Credit Acceptance|1O-k|18|20180209|data/SEC/10-k/CACC/sec_10k_18.txt
CCI|Crown Castle|1O-k|18|20180226|data/SEC/10-k/CCI/sec_10k_18.txt
CCK|Crown Holdings|1O-k|18|20180226|data/SEC/10-k/CCK/sec_10k_18.txt
CSX|CSX|1O-k|18|20180207|data/SEC/10-k/CSX/sec_10k_18.txt
CUBE|CubeSmart|1O-k|18|20180216|data/SEC/10-k/CUBE/sec_10k_18.txt
CMI|Cummins|1O-k|18|20180214|data/SEC/10-k/CMI/sec_10k_18.txt
CW|Curtiss-Wright|1O-k|18|20180222|data/SEC/10-k/CW/sec_10k_18.txt
CVS|CVS Health|1O-k|18|20180214|data/SEC/10-k/CVS/sec_10k_18.txt
CY|Cypress Semiconductor|1O-k|18|20180226|data/SEC/10-k/CY/sec_10k_18.txt
DHI|D. R. Horton|1O-k|18|20181116|data/SEC/10-k/DHI/sec_10k_18.txt
DHR|Danaher Corporation|1O-k|18|20180221|data/SEC/10-k/DHR/sec_10k_18.txt
DRI|Darden Restaurants|1O-k|18|20180720|data/SEC/10-k/DRI/sec_10k_18.txt
DVA|DaVita Inc.|1O-k|18|20180223|data/SEC/10-k/DVA/sec_10k_18.txt
SITC|SITE Centers|1O-k|18|20180226|data/SEC/10-k/SITC/sec_10k_18.txt
DE|John Deere|1O-k|18|20181217|data/SEC/10-k/DE/sec_10k_18.txt
DELL|Dell Technologies|1O-k|18|20180329|data/SEC/10-k/DELL/sec_10k_18.txt
DAL|Delta Air Lines|1O-k|18|20180223|data/SEC/10-k/DAL/sec_10k_18.txt
XRAY|Dentsply Sirona|1O-k|18|20180315|data/SEC/10-k/XRAY/sec_10k_18.txt
DVN|Devon Energy|1O-k|18|20180221|data/SEC/10-k/DVN/sec_10k_18.txt
DXCM|Dexcom|1O-k|18|20180227|data/SEC/10-k/DXCM/sec_10k_18.txt
DKS|Dick's Sporting Goods|1O-k|18|20180330|data/SEC/10-k/DKS/sec_10k_18.txt
DLR|Digital Realty Trust|1O-k|18|20180301|data/SEC/10-k/DLR/sec_10k_18.txt
DFS|Discover Financial|1O-k|18|20180221|data/SEC/10-k/DFS/sec_10k_18.txt
DISCA|Discovery, Inc. Series A|1O-k|18|20180228|data/SEC/10-k/DISCA/sec_10k_18.txt
DISCK|Discovery, Inc. Series C|1O-k|18|20180228|data/SEC/10-k/DISCK/sec_10k_18.txt
DISH|Dish Network|1O-k|18|20180221|data/SEC/10-k/DISH/sec_10k_18.txt
DG|Dollar General|1O-k|18|20180323|data/SEC/10-k/DG/sec_10k_18.txt
DLTR|Dollar Tree|1O-k|18|20180326|data/SEC/10-k/DLTR/sec_10k_18.txt
D|Dominion Energy|1O-k|18|20180227|data/SEC/10-k/D/sec_10k_18.txt
DPZ|Domino's Pizza|1O-k|18|20180220|data/SEC/10-k/DPZ/sec_10k_18.txt
COO|The Cooper Companies|1O-k|18|20181221|data/SEC/10-k/COO/sec_10k_18.txt
DEI|Douglas Emmett|1O-k|18|20180216|data/SEC/10-k/DEI/sec_10k_18.txt
DOV|Dover Corporation|1O-k|18|20180216|data/SEC/10-k/DOV/sec_10k_18.txt
DD|DuPont|1O-k|18|20180215|data/SEC/10-k/DD/sec_10k_18.txt
DUK|Duke Energy|1O-k|18|20180223|data/SEC/10-k/DUK/sec_10k_18.txt
DRE|Duke Realty|1O-k|18|20180216|data/SEC/10-k/DRE/sec_10k_18.txt
DNB|Dun & Bradstreet|1O-k|18|20180222|data/SEC/10-k/DNB/sec_10k_18.txt
